codanum,autovpkcodastr,autovbycoda,mismatchN,mismatchpct,meandist_pk1,meandist_pk2,meandiff_pk1,meandiff_pk2,focal,whale,codatype,Duration,handv,URN,AIS_Data
8398,aaa,a,0,0.0,234.375,,117.1875,,True,LADYO,3D,0.335296,a,1,-1
8399,aaa,a,0,0.0,0.0,,0.0,,True,LADYO,3D,0.3308464,a,1,-1
8438,aaaaa,a,0,0.0,585.9375,,410.15625,,True,,1+1+3,1.4269584,,0,0
8439,aaaaa,a,0,0.0,234.375,,292.96875,,True,,1+1+3,1.4582898,,0,0
8440,aaaaa,a,0,0.0,175.78125,,117.1875,,True,,1+1+3,1.460525,,0,0
8441,aaaaa,a,0,0.0,234.375,,234.375,,True,,1+1+3,1.4442666,,0,0
8442,aaaii,?,2,0.4,1113.28125,,820.3125,,True,,1+1+3,1.4210916,,0,0
8443,aiaaa,?,1,0.2,1230.46875,,937.5,,True,,1+1+3,1.4145,,0,0
8444,iaaaa,?,1,0.2,2167.96875,,820.3125,,True,,1+1+3,1.4401,,0,0
8445,aaaaa,a,0,0.0,292.96875,,527.34375,,True,,1+1+3,1.5164972,,0,0
8446,aaaaa,a,0,0.0,175.78125,,234.375,,True,,1+1+3,1.4746834,,0,0
8447,aaaaa,a,0,0.0,234.375,,292.96875,,True,,1+1+3,1.429825,,0,0
8448,aaaaa,a,0,0.0,292.96875,,292.96875,,True,,1+1+3,1.4670916,,0,0
8449,aaaaa,a,0,0.0,292.96875,,175.78125,,True,,1+1+3,1.478325,,0,0
8450,aaa,a,0,0.0,585.9375,,820.3125,,True,,3R,0.1348554,,1,-1
8451,aaa,a,0,0.0,234.375,,117.1875,,True,,3R,0.1544416,,1,-1
8452,aaaaa,a,0,0.0,351.5625,,292.96875,,True,,1+1+3,1.15435,,1,-1
8453,aaaaa,a,0,0.0,820.3125,,234.375,,True,,1+1+3,1.1585583,,1,-1
8454,aaaaa,a,0,0.0,937.5,,351.5625,,True,,1+1+3,1.1502916,,1,-1
8471,iiiii,i,0,0.0,117.1875,175.78125,58.59375,175.78125,True,,1+1+3,1.4134417,,1,-1
8472,aaiii,?,2,0.4,410.15625,,175.78125,,True,,1+1+3,1.3902167,,1,-1
8473,iaiaa,?,2,0.4,585.9375,,410.15625,,True,,1+1+3,1.3678333,,1,-1
8474,aaaaa,a,0,0.0,175.78125,,117.1875,,True,,1+1+3,1.3825417,,1,-1
8475,aaaaa,a,0,0.0,175.78125,,117.1875,,True,,1+1+3,1.3475416,,1,-1
8476,aaaaaa,a,0,0.0,140.625,,187.5,,True,,6-NOISE,1.8232,,1,-1
8477,iaaaa,?,1,0.2,1171.875,,292.96875,,True,,1+1+3,1.398325,,0,0
8478,aiaii,?,2,0.4,351.5625,,703.125,,True,,1+1+3,1.3390833,,0,0
8479,aiaaa,?,1,0.2,234.375,,292.96875,,True,,5R2,0.5209667,,0,0
8480,iaaaa,?,1,0.2,117.1875,,234.375,,True,,5R2,0.5359333,,0,0
8481,iiiaa,?,2,0.4,117.1875,,175.78125,,True,,5R2,0.53725,,0,0
8482,iiiai,?,1,0.2,0.0,,0.0,,True,,5R2,0.51375,,0,0
8483,aaaaa,a,0,0.0,0.0,,0.0,,True,,5R2,0.5205666,,0,0
8504,aaaaa,a,0,0.0,644.53125,,234.375,,True,,1+1+3,1.5505599,,1,-1
8505,aaaaa,a,0,0.0,58.59375,,117.1875,,True,,1+1+3,1.5186266,,1,-1
8506,iiiai,?,1,0.2,410.15625,,351.5625,,True,,1+1+3,1.522225,,1,-1
8507,iiaii,?,1,0.2,937.5,,1289.0625,,True,,5-NOISE,1.5451583,,1,-1
8508,iiiaa,?,2,0.4,0.0,,0.0,,True,,1+1+3,1.4762833,,1,-1
8509,iiiii,i,0,0.0,58.59375,996.09375,58.59375,351.5625,True,,1+1+3,1.3440323,,1,-1
8510,aaaaa,a,0,0.0,0.0,,0.0,,True,,1+1+3,1.2848583,,1,-1
8511,aiaaa,?,1,0.2,1347.65625,,585.9375,,True,,1+1+3,1.3292917,,1,-1
8512,aaaaa,a,0,0.0,585.9375,,175.78125,,True,,1+1+3,1.3619083,,1,-1
8513,aaaaa,a,0,0.0,234.375,,58.59375,,True,,1+1+3,1.3205417,,1,-1
8514,aaaaa,a,0,0.0,117.1875,,117.1875,,True,,1+1+3,1.3449167,,1,-1
8515,iaaaa,?,1,0.2,234.375,,58.59375,,True,,1+1+3,1.3434416,,1,-1
8516,aaaaaaaa,a,0,0.0,1238.8392857142858,,234.375,,True,,8i,0.3719417,,1,-1
8517,aaaaa,a,0,0.0,0.0,,0.0,,True,,5R1,0.313575,,1,-1
8518,aaaaa,a,0,0.0,0.0,,0.0,,True,,5R1,0.3031084,,1,-1
8519,aaaaa,a,0,0.0,0.0,,0.0,,True,,5R1,0.314625,,1,-1
8520,aaaaa,a,0,0.0,585.9375,,234.375,,True,,5R1,0.327025,,1,-1
8521,aaaaa,a,0,0.0,351.5625,,175.78125,,True,,5R1,0.318675,,1,-1
8522,aaaaa,a,0,0.0,234.375,,234.375,,True,,5R1,0.32675,,1,-1
8523,aaaaa,a,0,0.0,175.78125,,58.59375,,True,,5R1,0.3271,,1,-1
8524,aaaaa,a,0,0.0,878.90625,,234.375,,True,,5R1,0.3335834,,1,-1
8525,aaaaa,a,0,0.0,410.15625,,117.1875,,True,,5R1,0.325975,,1,-1
8526,aaaaa,a,0,0.0,351.5625,,117.1875,,True,,5R1,0.334525,,1,-1
8527,aaaaa,a,0,0.0,175.78125,,58.59375,,True,,5R1,0.3226917,,1,-1
8528,aaaaa,a,0,0.0,820.3125,,292.96875,,True,,5R1,0.3413583,,1,-1
8529,aaaaa,a,0,0.0,58.59375,,117.1875,,True,,5R1,0.3201583,,1,-1
8530,aaaaa,a,0,0.0,117.1875,,175.78125,,True,,5R1,0.33375,,1,-1
8531,aiiaaaa,?,2,0.2857142857142857,1054.6875,,625.0,,True,,7i,0.457975,,1,-1
8532,aaaaaai,?,1,0.14285714285714285,1757.8125,,742.1875,,True,,7i,0.4560917,,1,-1
8533,aaaaa,a,0,0.0,175.78125,,58.59375,,True,TBB,1+1+3,1.42695,a,0,0
8534,aaaaa,a,0,0.0,351.5625,,175.78125,,True,TBB,1+1+3,1.458275,a,0,0
8535,aaaaa,a,0,0.0,117.1875,,117.1875,,True,TBB,1+1+3,1.4602833,a,0,0
8536,aaaaa,a,0,0.0,117.1875,,234.375,,True,TBB,1+1+3,1.4440084,a,0,0
8537,aaaaa,a,0,0.0,58.59375,,117.1875,,True,TBB,1+1+3,1.4210833,a,0,0
8538,aaaaa,a,0,0.0,937.5,,292.96875,,True,TBB,1+1+3,1.4142833,a,0,0
8539,aaaaa,a,0,0.0,292.96875,,117.1875,,True,TBB,1+1+3,1.4400333,a,0,0
8540,aaaaa,a,0,0.0,292.96875,,527.34375,,True,TBB,1+1+3,1.5162833,a,0,0
8541,aaaaa,a,0,0.0,234.375,,292.96875,,True,TBB,1+1+3,1.4745333,a,0,0
8542,aaaaa,a,0,0.0,234.375,,292.96875,,True,TBB,1+1+3,1.4296833,a,0,0
8543,aaaaa,a,0,0.0,351.5625,,468.75,,True,TBB,1+1+3,1.4669667,a,0,0
8544,aaaai,?,1,0.2,117.1875,,58.59375,,True,TBB,1+1+3,1.4782916,a,0,0
8545,iaaaa,?,1,0.2,4160.15625,,1054.6875,,True,TBB,1+1+3,1.0046542,a,0,0
8546,aaaaa,a,0,0.0,410.15625,,292.96875,,True,TBB,1+1+3,1.0186583,a,0,0
8547,aaaaa,a,0,0.0,410.15625,,175.78125,,True,TBB,1+1+3,1.0521334,a,0,0
8548,aaaaa,a,0,0.0,175.78125,,58.59375,,True,TBB,1+1+3,1.1337917,a,0,0
8549,aaaaa,a,0,0.0,117.1875,,117.1875,,True,TBB,1+1+3,1.1657334,a,0,0
8550,iiiii,i,0,0.0,117.1875,703.125,117.1875,292.96875,True,TBB,1+1+3,1.2225584,i,0,0
8551,iiiii,i,0,0.0,117.1875,351.5625,175.78125,117.1875,True,TBB,1+1+3,1.2048583,i,0,0
8552,aaaaa,a,0,0.0,292.96875,,175.78125,,True,TBB,1+1+3,1.2611584,a,0,0
8553,aaaaa,a,0,0.0,58.59375,,117.1875,,True,TBB,1+1+3,1.2670333,a,0,0
8554,aaaaa,a,0,0.0,117.1875,,175.78125,,True,TBB,1+1+3,1.2694334,a,0,0
8555,aaaaa,a,0,0.0,58.59375,,117.1875,,True,TBB,1+1+3,1.27,a,0,0
8556,aaaaa,a,0,0.0,234.375,,292.96875,,True,TBB,1+1+3,1.2989084,a,0,0
8557,iiaaa,?,2,0.4,175.78125,,117.1875,,True,TBB,1+1+3,1.2848666,i,0,0
8558,iiaii,?,1,0.2,175.78125,,58.59375,,True,TBB,1+1+3,1.2919667,i,0,0
8559,iiaaa,?,2,0.4,175.78125,,58.59375,,True,TBB,1+1+3,1.2766917,i,0,0
8560,iiiii,i,0,0.0,117.1875,58.59375,117.1875,117.1875,True,TBB,1+1+3,1.255275,i,0,0
8566,aaaaa,a,0,0.0,468.75,,351.5625,,True,TBB,1+1+3,1.4138333,a,0,0
8567,aaaaa,a,0,0.0,468.75,,117.1875,,True,TBB,1+1+3,1.3901084,a,0,0
8568,aaaaa,a,0,0.0,234.375,,175.78125,,True,TBB,1+1+3,1.3676917,a,0,0
8569,aaaaa,a,0,0.0,117.1875,,234.375,,True,TBB,1+1+3,1.3824583,a,0,0
8570,aaaaa,a,0,0.0,292.96875,,117.1875,,True,TBB,1+1+3,1.3474917,i,0,0
8571,iiiiai,?,1,0.16666666666666666,93.75,,140.625,,True,TBB,6-NOISE,1.8232916,i,0,0
8572,aaaaa,a,0,0.0,351.5625,,234.375,,True,TBB,1+1+3,1.3982334,a,0,0
8573,aaaaa,a,0,0.0,175.78125,,234.375,,True,TBB,1+1+3,1.33905,a,0,0
8574,aaaai,?,1,0.2,761.71875,,234.375,,True,TBB,1+1+3,0.7989781,,1,-1
8610,aaaaaaaa,a,0,0.0,904.0178571428571,,267.85714285714283,,True,TBB,8i,0.3718583,a,1,-1
8611,aaaaa,a,0,0.0,175.78125,,58.59375,,True,TBB,5R1,0.313525,a,1,-1
8612,aaaaa,a,0,0.0,292.96875,,175.78125,,True,TBB,5R1,0.3031083,a,1,-1
8613,aaaaa,a,0,0.0,175.78125,,58.59375,,True,TBB,5R1,0.3146417,a,1,-1
8614,aaaaa,a,0,0.0,410.15625,,117.1875,,True,TBB,5R1,0.3270083,a,1,-1
8615,aaaaa,a,0,0.0,410.15625,,175.78125,,True,TBB,5R1,0.31865,a,1,-1
8616,aaaaa,a,0,0.0,0.0,,0.0,,True,TBB,5R1,0.3267004,a,1,-1
8617,aaaaa,a,0,0.0,175.78125,,175.78125,,True,TBB,5R1,0.3270666,a,1,-1
8618,aaaaa,a,0,0.0,527.34375,,175.78125,,True,TBB,5R1,0.333575,a,1,-1
8619,aaaaa,a,0,0.0,58.59375,,117.1875,,True,TBB,5R1,0.32595,a,1,-1
8620,aaaaa,a,0,0.0,351.5625,,117.1875,,True,TBB,5R1,0.334525,a,1,-1
8621,aaaaa,a,0,0.0,234.375,,234.375,,True,TBB,5R1,0.3226583,a,1,-1
8622,aaaaa,a,0,0.0,703.125,,234.375,,True,TBB,5R1,0.3413417,a,1,-1
8623,aaaaa,a,0,0.0,0.0,,0.0,,True,TBB,5R1,0.32015,a,1,-1
8624,aaaaa,a,0,0.0,117.1875,,175.78125,,True,TBB,5R1,0.3335834,a,1,-1
8625,aiaaaaa,?,1,0.14285714285714285,1640.625,,1406.25,,True,TBB,7i,0.4581,a,1,-1
8626,aaaaaai,?,1,0.14285714285714285,1875.0,,898.4375,,True,TBB,7i,0.4559166,a,1,-1
8627,aaaaa,a,0,0.0,117.1875,,117.1875,,True,JOCASTA,5R1,0.3253667,a,-1,-1
8628,aaaaai,?,1,0.16666666666666666,609.375,,656.25,,True,JOCASTA,6i,0.4233177,a,-1,-1
8629,aaaaa,a,0,0.0,58.59375,,58.59375,,True,JOCASTA,5R1,0.3216083,a,-1,-1
8630,aaaaa,a,0,0.0,234.375,,58.59375,,True,JOCASTA,5R1,0.3085167,a,-1,-1
8631,aaaaa,a,0,0.0,117.1875,,58.59375,,True,JOCASTA,1+1+3,1.5589,i,-1,-1
8632,aaaaa,a,0,0.0,175.78125,,58.59375,,True,JOCASTA,1+1+3,1.6086333,i,-1,-1
8633,aaaaa,a,0,0.0,527.34375,,234.375,,True,JOCASTA,1+1+3,1.5950417,,-1,-1
8634,aaaaa,a,0,0.0,703.125,,234.375,,True,JOCASTA,1+1+3,1.5420916,,-1,-1
8635,aaaaa,a,0,0.0,117.1875,,117.1875,,True,JOCASTA,1+1+3,1.4976584,,-1,-1
8636,iiiii,i,0,0.0,0.0,234.375,0.0,234.375,True,JOCASTA,1+1+3,1.5481166,i,-1,-1
8637,aaaaa,a,0,0.0,58.59375,,58.59375,,True,JOCASTA,1+1+3,1.5432667,i,-1,-1
8638,iiiii,i,0,0.0,0.0,0.0,0.0,0.0,True,JOCASTA,1+1+3,1.5625084,i,-1,-1
8639,iiiia,?,1,0.2,585.9375,,585.9375,,True,JOCASTA,1+1+3,1.5919667,i,-1,-1
8640,iiaaa,?,2,0.4,1933.59375,,644.53125,,True,JOCASTA,1+1+3,1.557875,i,-1,-1
8641,iiiiiii,i,0,0.0,234.375,742.1875,39.0625,234.375,True,JOCASTA,7D2,1.5733833,i,-1,-1
8643,aaaaaa,a,0,0.0,328.125,,234.375,,True,JOCASTA,6i,0.2175083,a,-1,-1
8644,aaaaa,a,0,0.0,703.125,,175.78125,,True,JOCASTA,5R1,0.3131333,a,-1,-1
8645,iaaaa,?,1,0.2,117.1875,,175.78125,,True,JOCASTA,5R1,0.307825,a,-1,-1
8646,iaaaa,?,1,0.2,1699.21875,,703.125,,True,JOCASTA,5R1,0.3043583,a,-1,-1
8647,aaaaa,a,0,0.0,351.5625,,175.78125,,True,JOCASTA,5R1,0.3163417,a,-1,-1
8648,iaaaa,?,1,0.2,1289.0625,,351.5625,,True,JOCASTA,5R1,0.3181334,a,-1,-1
8649,iaaaa,?,1,0.2,1171.875,,292.96875,,True,JOCASTA,5R1,0.3285583,a,-1,-1
8650,aaaaa,a,0,0.0,234.375,,58.59375,,True,JOCASTA,5R1,0.3191416,a,-1,-1
8651,iaaaa,?,1,0.2,2929.6875,,820.3125,,True,JOCASTA,5R1,0.3088333,a,-1,-1
8652,aaaaa,a,0,0.0,292.96875,,175.78125,,True,JOCASTA,5R1,0.3263318,a,-1,-1
8653,aaaaa,a,0,0.0,234.375,,58.59375,,True,JOCASTA,5R1,0.3341,a,-1,-1
8654,aaaaa,a,0,0.0,351.5625,,117.1875,,True,JOCASTA,5R1,0.3260834,a,-1,-1
8667,aaaaa,a,0,0.0,644.53125,,292.96875,,True,JOCASTA,5R1,0.318275,a,-1,-1
8668,aaaaa,a,0,0.0,234.375,,58.59375,,True,JOCASTA,5R1,0.3137917,a,-1,-1
8669,aaaaa,a,0,0.0,175.78125,,58.59375,,True,JOCASTA,5R1,0.3328473,a,-1,-1
8670,aaaaa,a,0,0.0,58.59375,,117.1875,,True,JOCASTA,5R1,0.3218961,a,-1,-1
8837,aaaaaaaa,a,0,0.0,66.96428571428571,,33.482142857142854,,True,LAIUS,8R,1.237264,a,0,1
8838,aaaaaaaaaa,a,0,0.0,52.083333333333336,,52.083333333333336,,True,LAIUS,10R,1.46484,a,0,1
8839,aaaaaaaaa,a,0,0.0,175.78125,,117.1875,,True,LAIUS,9R,1.281504,a,0,1
8840,iiiii,i,0,0.0,0.0,351.5625,0.0,527.34375,True,LAIUS,1+1+3,0.866256,i,0,1
8841,iiiii,i,0,0.0,0.0,58.59375,0.0,117.1875,True,LAIUS,1+1+3,0.846168,i,0,1
8842,iiiii,i,0,0.0,468.75,292.96875,117.1875,175.78125,True,LAIUS,1+1+3,0.828728,i,0,1
8843,iiiii,i,0,0.0,117.1875,410.15625,117.1875,234.375,True,LAIUS,1+1+3,0.804368,i,0,1
8844,iiiii,i,0,0.0,58.59375,351.5625,117.1875,117.1875,True,LAIUS,1+1+3,0.812872,i,0,1
8845,iiiii,i,0,0.0,0.0,234.375,0.0,292.96875,True,LAIUS,1+1+3,0.833768,i,0,1
8846,iaiia,?,2,0.4,820.3125,,996.09375,,True,LAIUS,1+1+3,0.86144,,0,1
8854,aaaai,?,1,0.2,410.15625,,468.75,,True,LAIUS,1+1+3,0.787584,a,0,1
8855,aaaaa,a,0,0.0,234.375,,58.59375,,True,LAIUS,1+1+3,0.796768,a,0,1
8856,iaaaa,?,1,0.2,234.375,,58.59375,,True,LAIUS,1+1+3,0.779904,a,0,1
8857,iaaai,?,2,0.4,1171.875,,761.71875,,True,LAIUS,1+1+3,0.726176,a,0,1
8858,iiaaa,?,2,0.4,468.75,,820.3125,,True,LAIUS,1+1+3,0.718432,a,0,1
8859,iaaaa,?,1,0.2,0.0,,0.0,,True,LAIUS,1+1+3,0.719168,a,0,1
8860,aaaaa,a,0,0.0,58.59375,,117.1875,,True,LAIUS,1+1+3,0.738152,a,0,1
